timestamp,r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,ES_SENSOR_KB_SENT,ES_SENSOR_KB_RECV
1649670460,3,0,0,3230360,27816,562696,0,0,0,0,43409,127900,2,18,80,0,0,15.291,0.979688
1649670474,2,0,0,3231084,27824,562696,0,0,0,0,58196,143282,1,22,77,0,0,15.5053,0.992578
1649670488,1,0,0,3230580,27832,562696,0,0,0,0,46537,136765,5,12,83,0,0,15.5053,1.00547
1649670502,4,0,0,3231200,27840,562696,0,0,0,0,43485,127710,1,20,79,0,0,15.5053,0.979688
1649670516,3,0,0,3231052,27848,562696,0,0,0,0,57635,142781,2,23,75,0,0,15.5053,0.992578
1649670530,2,0,0,3230388,27856,562696,0,0,0,0,43895,127410,2,19,79,0,0,14.9012,0.966797
1649670544,5,0,0,3231124,27864,562696,0,0,0,0,59164,146441,2,14,83,0,0,15.3039,0.979688
1649670558,3,0,0,3229732,27872,562696,0,0,0,0,43789,127693,5,20,75,0,0,15.5053,1.00547
1649670572,4,0,0,3230504,27880,562688,0,0,0,0,57831,143236,1,27,72,0,0,18.3244,1.16016
1649670586,3,0,0,3230564,27884,562692,0,0,0,0,58435,143185,2,22,77,0,0,19.1299,1.21172
1649670600,4,0,0,3230756,27888,562688,0,0,0,0,60319,147781,2,18,80,0,0,15.5053,1.00547
1649670614,2,0,0,3231328,27892,562688,0,0,0,0,57543,141981,3,19,78,0,0,15.5053,0.979688
1649670628,2,0,0,3230648,27896,562688,0,0,0,0,53522,134359,5,21,74,0,0,19.1299,1.22461
1649670642,2,0,0,3230780,27904,562688,0,0,0,0,58457,143266,1,15,84,0,0,18.3244,1.17305
1649670656,5,0,0,3230948,27908,562688,0,0,0,0,59568,145725,2,20,78,0,0,18.9285,1.22461
1649670670,4,0,0,3230780,27916,562688,0,0,0,0,57453,142469,3,22,75,0,0,14.6998,0.953906
1649670684,1,0,0,3230664,27920,562688,0,0,0,0,57939,143527,1,20,79,0,0,19.1299,1.17305
1649670698,1,0,0,3230312,27924,562688,0,0,0,0,55850,139140,5,20,74,0,0,15.5053,0.992578
1649670712,2,0,0,3231068,27928,562688,0,0,0,0,47513,132822,1,17,82,0,0,14.6998,0.941016
